,Acquisition Function,Trial,Step,Best Solubility,Regret,Cumulative Regret
174,Upper Confidence Bound,4,26,-0.1899999976158142,1.7700000405311584,95.55300164222717
175,Upper Confidence Bound,4,27,-0.1899999976158142,1.7700000405311584,97.32300168275833
176,Upper Confidence Bound,4,28,-0.1899999976158142,1.7700000405311584,99.09300172328949
177,Upper Confidence Bound,4,29,-0.1899999976158142,1.7700000405311584,100.86300176382065
178,Upper Confidence Bound,4,30,-0.1899999976158142,1.7700000405311584,102.6330018043518
179,Upper Confidence Bound,4,31,-0.1899999976158142,1.7700000405311584,104.40300184488297
180,Upper Confidence Bound,4,32,-0.1899999976158142,1.7700000405311584,106.17300188541412
181,Upper Confidence Bound,4,33,-0.1899999976158142,1.7700000405311584,107.94300192594528
182,Upper Confidence Bound,4,34,-0.1899999976158142,1.7700000405311584,109.71300196647644
183,Upper Confidence Bound,4,35,-0.1899999976158142,1.7700000405311584,111.4830020070076
184,Upper Confidence Bound,4,36,-0.1899999976158142,1.7700000405311584,113.25300204753876
185,Upper Confidence Bound,5,0,-4.550000190734863,6.1300002336502075,6.1300002336502075
186,Upper Confidence Bound,5,1,-0.23999999463558197,1.8200000375509262,7.950000271201134
187,Upper Confidence Bound,5,2,-0.23999999463558197,1.8200000375509262,9.77000030875206
188,Upper Confidence Bound,5,3,-0.23999999463558197,1.8200000375509262,11.590000346302986
189,Upper Confidence Bound,5,4,-0.23999999463558197,1.8200000375509262,13.410000383853912
190,Upper Confidence Bound,5,5,-0.23999999463558197,1.8200000375509262,15.230000421404839
191,Upper Confidence Bound,5,6,-0.23999999463558197,1.8200000375509262,17.050000458955765
192,Upper Confidence Bound,5,7,-0.23999999463558197,1.8200000375509262,18.87000049650669
193,Upper Confidence Bound,5,8,-0.23999999463558197,1.8200000375509262,20.690000534057617
194,Upper Confidence Bound,5,9,-0.23999999463558197,1.8200000375509262,22.510000571608543
195,Upper Confidence Bound,5,10,-0.23999999463558197,1.8200000375509262,24.33000060915947
196,Upper Confidence Bound,5,11,-0.23999999463558197,1.8200000375509262,26.150000646710396
197,Upper Confidence Bound,5,12,-0.23999999463558197,1.8200000375509262,27.970000684261322
198,Upper Confidence Bound,5,13,-0.23999999463558197,1.8200000375509262,29.79000072181225
199,Upper Confidence Bound,5,14,-0.23999999463558197,1.8200000375509262,31.610000759363174
200,Upper Confidence Bound,5,15,-0.23999999463558197,1.8200000375509262,33.4300007969141
201,Upper Confidence Bound,5,16,0.15000000596046448,1.4300000369548798,34.86000083386898
202,Upper Confidence Bound,5,17,0.15000000596046448,1.4300000369548798,36.29000087082386
203,Upper Confidence Bound,5,18,0.15000000596046448,1.4300000369548798,37.72000090777874
204,Upper Confidence Bound,5,19,0.15000000596046448,1.4300000369548798,39.15000094473362
205,Upper Confidence Bound,5,20,0.15000000596046448,1.4300000369548798,40.5800009816885
206,Upper Confidence Bound,5,21,0.15000000596046448,1.4300000369548798,42.01000101864338
207,Upper Confidence Bound,5,22,0.15000000596046448,1.4300000369548798,43.44000105559826
208,Upper Confidence Bound,5,23,0.15000000596046448,1.4300000369548798,44.87000109255314
209,Upper Confidence Bound,5,24,0.15000000596046448,1.4300000369548798,46.30000112950802
210,Upper Confidence Bound,5,25,0.15000000596046448,1.4300000369548798,47.7300011664629
211,Upper Confidence Bound,5,26,0.15000000596046448,1.4300000369548798,49.16000120341778
212,Upper Confidence Bound,5,27,0.15000000596046448,1.4300000369548798,50.59000124037266
213,Upper Confidence Bound,5,28,0.15000000596046448,1.4300000369548798,52.02000127732754
214,Upper Confidence Bound,5,29,0.15000000596046448,1.4300000369548798,53.45000131428242
215,Upper Confidence Bound,5,30,0.15000000596046448,1.4300000369548798,54.8800013512373
216,Upper Confidence Bound,5,31,0.15000000596046448,1.4300000369548798,56.31000138819218
217,Upper Confidence Bound,5,32,0.15000000596046448,1.4300000369548798,57.74000142514706
218,Upper Confidence Bound,5,33,0.15000000596046448,1.4300000369548798,59.170001462101936
219,Upper Confidence Bound,5,34,0.15000000596046448,1.4300000369548798,60.600001499056816
220,Upper Confidence Bound,5,35,0.15000000596046448,1.4300000369548798,62.030001536011696
221,Upper Confidence Bound,5,36,0.15000000596046448,1.4300000369548798,63.460001572966576
222,Upper Confidence Bound,6,0,-3.680000066757202,5.260000109672546,5.260000109672546
223,Upper Confidence Bound,6,1,-2.819999933242798,4.399999976158142,9.660000085830688
224,Upper Confidence Bound,6,2,-2.819999933242798,4.399999976158142,14.06000006198883
225,Upper Confidence Bound,6,3,-2.619999885559082,4.199999928474426,18.259999990463257
226,Upper Confidence Bound,6,4,-2.619999885559082,4.199999928474426,22.459999918937683
227,Upper Confidence Bound,6,5,-2.619999885559082,4.199999928474426,26.65999984741211
228,Upper Confidence Bound,6,6,-1.9470000267028809,3.527000069618225,30.186999917030334
229,Upper Confidence Bound,6,7,-1.9470000267028809,3.527000069618225,33.71399998664856
230,Upper Confidence Bound,6,8,-0.28999999165534973,1.870000034570694,35.58400002121925
231,Upper Confidence Bound,6,9,-0.28999999165534973,1.870000034570694,37.45400005578995
232,Upper Confidence Bound,6,10,-0.28999999165534973,1.870000034570694,39.32400009036064
233,Upper Confidence Bound,6,11,-0.28999999165534973,1.870000034570694,41.194000124931335
234,Upper Confidence Bound,6,12,-0.28999999165534973,1.870000034570694,43.06400015950203
235,Upper Confidence Bound,6,13,-0.28999999165534973,1.870000034570694,44.93400019407272
236,Upper Confidence Bound,6,14,-0.28999999165534973,1.870000034570694,46.80400022864342
237,Upper Confidence Bound,6,15,-0.28999999165534973,1.870000034570694,48.67400026321411
238,Upper Confidence Bound,6,16,-0.28999999165534973,1.870000034570694,50.544000297784805
239,Upper Confidence Bound,6,17,-0.28999999165534973,1.870000034570694,52.4140003323555
240,Upper Confidence Bound,6,18,-0.28999999165534973,1.870000034570694,54.28400036692619
241,Upper Confidence Bound,6,19,-0.28999999165534973,1.870000034570694,56.15400040149689
242,Upper Confidence Bound,6,20,-0.28999999165534973,1.870000034570694,58.02400043606758
243,Upper Confidence Bound,6,21,-0.28999999165534973,1.870000034570694,59.894000470638275
244,Upper Confidence Bound,6,22,-0.28999999165534973,1.870000034570694,61.76400050520897
245,Upper Confidence Bound,6,23,-0.28999999165534973,1.870000034570694,63.63400053977966
246,Upper Confidence Bound,6,24,-0.28999999165534973,1.870000034570694,65.50400057435036
247,Upper Confidence Bound,6,25,-0.28999999165534973,1.870000034570694,67.37400060892105
248,Upper Confidence Bound,6,26,-0.28999999165534973,1.870000034570694,69.24400064349174
249,Upper Confidence Bound,6,27,-0.28999999165534973,1.870000034570694,71.11400067806244
250,Upper Confidence Bound,6,28,-0.28999999165534973,1.870000034570694,72.98400071263313
251,Upper Confidence Bound,6,29,-0.28999999165534973,1.870000034570694,74.85400074720383
252,Upper Confidence Bound,6,30,-0.28999999165534973,1.870000034570694,76.72400078177452
253,Upper Confidence Bound,6,31,-0.28999999165534973,1.870000034570694,78.59400081634521
254,Upper Confidence Bound,6,32,-0.28999999165534973,1.870000034570694,80.46400085091591
255,Upper Confidence Bound,6,33,-0.28999999165534973,1.870000034570694,82.3340008854866
256,Upper Confidence Bound,6,34,0.6100000143051147,0.9700000286102295,83.30400091409683
257,Upper Confidence Bound,6,35,0.6100000143051147,0.9700000286102295,84.27400094270706
258,Upper Confidence Bound,6,36,0.6100000143051147,0.9700000286102295,85.24400097131729
259,Upper Confidence Bound,7,0,0.7900000214576721,0.7900000214576721,0.7900000214576721
260,Upper Confidence Bound,7,1,0.7900000214576721,0.7900000214576721,1.5800000429153442
261,Upper Confidence Bound,7,2,0.7900000214576721,0.7900000214576721,2.3700000643730164
262,Upper Confidence Bound,7,3,0.7900000214576721,0.7900000214576721,3.1600000858306885
263,Upper Confidence Bound,7,4,0.7900000214576721,0.7900000214576721,3.9500001072883606
264,Upper Confidence Bound,7,5,0.7900000214576721,0.7900000214576721,4.740000128746033
265,Upper Confidence Bound,7,6,0.7900000214576721,0.7900000214576721,5.530000150203705
266,Upper Confidence Bound,7,7,0.7900000214576721,0.7900000214576721,6.320000171661377
267,Upper Confidence Bound,7,8,0.7900000214576721,0.7900000214576721,7.110000193119049
268,Upper Confidence Bound,7,9,0.7900000214576721,0.7900000214576721,7.900000214576721
269,Upper Confidence Bound,7,10,0.7900000214576721,0.7900000214576721,8.690000236034393
270,Upper Confidence Bound,7,11,0.7900000214576721,0.7900000214576721,9.480000257492065
271,Upper Confidence Bound,7,12,1.0199999809265137,0.5600000619888306,10.040000319480896
272,Upper Confidence Bound,7,13,1.0199999809265137,0.5600000619888306,10.600000381469727
273,Upper Confidence Bound,7,14,1.0199999809265137,0.5600000619888306,11.160000443458557
274,Upper Confidence Bound,7,15,1.0199999809265137,0.5600000619888306,11.720000505447388
275,Upper Confidence Bound,7,16,1.0199999809265137,0.5600000619888306,12.280000567436218
276,Upper Confidence Bound,7,17,1.0199999809265137,0.5600000619888306,12.840000629425049
277,Upper Confidence Bound,7,18,1.0199999809265137,0.5600000619888306,13.40000069141388
278,Upper Confidence Bound,7,19,1.0199999809265137,0.5600000619888306,13.96000075340271
279,Upper Confidence Bound,7,20,1.0199999809265137,0.5600000619888306,14.52000081539154
280,Upper Confidence Bound,7,21,1.0199999809265137,0.5600000619888306,15.080000877380371
281,Upper Confidence Bound,7,22,1.0199999809265137,0.5600000619888306,15.640000939369202
282,Upper Confidence Bound,7,23,1.0199999809265137,0.5600000619888306,16.200001001358032
283,Upper Confidence Bound,7,24,1.0199999809265137,0.5600000619888306,16.760001063346863
284,Upper Confidence Bound,7,25,1.0199999809265137,0.5600000619888306,17.320001125335693
285,Upper Confidence Bound,7,26,1.0199999809265137,0.5600000619888306,17.880001187324524
286,Upper Confidence Bound,7,27,1.0199999809265137,0.5600000619888306,18.440001249313354
287,Upper Confidence Bound,7,28,1.0199999809265137,0.5600000619888306,19.000001311302185
288,Upper Confidence Bound,7,29,1.0199999809265137,0.5600000619888306,19.560001373291016
289,Upper Confidence Bound,7,30,1.0199999809265137,0.5600000619888306,20.120001435279846
290,Upper Confidence Bound,7,31,1.0199999809265137,0.5600000619888306,20.680001497268677
291,Upper Confidence Bound,7,32,1.0199999809265137,0.5600000619888306,21.240001559257507
292,Upper Confidence Bound,7,33,1.0199999809265137,0.5600000619888306,21.800001621246338
293,Upper Confidence Bound,7,34,1.0199999809265137,0.5600000619888306,22.36000168323517
294,Upper Confidence Bound,7,35,1.0199999809265137,0.5600000619888306,22.920001745224
295,Upper Confidence Bound,7,36,1.0199999809265137,0.5600000619888306,23.48000180721283
296,Upper Confidence Bound,8,0,-1.6200000047683716,3.200000047683716,3.200000047683716
297,Upper Confidence Bound,8,1,-1.6200000047683716,3.200000047683716,6.400000095367432
298,Upper Confidence Bound,8,2,-1.6200000047683716,3.200000047683716,9.600000143051147
299,Upper Confidence Bound,8,3,-1.600000023841858,3.180000066757202,12.78000020980835
300,Upper Confidence Bound,8,4,0.0,1.5800000429153442,14.360000252723694
301,Upper Confidence Bound,8,5,0.0,1.5800000429153442,15.940000295639038
302,Upper Confidence Bound,8,6,0.0,1.5800000429153442,17.520000338554382
303,Upper Confidence Bound,8,7,0.0,1.5800000429153442,19.100000381469727
304,Upper Confidence Bound,8,8,0.0,1.5800000429153442,20.68000042438507
305,Upper Confidence Bound,8,9,0.0,1.5800000429153442,22.260000467300415
306,Upper Confidence Bound,8,10,0.0,1.5800000429153442,23.84000051021576
307,Upper Confidence Bound,8,11,0.0,1.5800000429153442,25.420000553131104
308,Upper Confidence Bound,8,12,0.0,1.5800000429153442,27.000000596046448
309,Upper Confidence Bound,8,13,0.0,1.5800000429153442,28.580000638961792
310,Upper Confidence Bound,8,14,0.0,1.5800000429153442,30.160000681877136
311,Upper Confidence Bound,8,15,0.0,1.5800000429153442,31.74000072479248
312,Upper Confidence Bound,8,16,0.0,1.5800000429153442,33.320000767707825
313,Upper Confidence Bound,8,17,0.0,1.5800000429153442,34.90000081062317
314,Upper Confidence Bound,8,18,0.0,1.5800000429153442,36.48000085353851
315,Upper Confidence Bound,8,19,0.0,1.5800000429153442,38.06000089645386
316,Upper Confidence Bound,8,20,0.0,1.5800000429153442,39.6400009393692
317,Upper Confidence Bound,8,21,0.0,1.5800000429153442,41.220000982284546
318,Upper Confidence Bound,8,22,0.0,1.5800000429153442,42.80000102519989
319,Upper Confidence Bound,8,23,0.0,1.5800000429153442,44.380001068115234
320,Upper Confidence Bound,8,24,0.0,1.5800000429153442,45.96000111103058
321,Upper Confidence Bound,8,25,0.0,1.5800000429153442,47.54000115394592
322,Upper Confidence Bound,8,26,0.0,1.5800000429153442,49.12000119686127
323,Upper Confidence Bound,8,27,0.0,1.5800000429153442,50.70000123977661
324,Upper Confidence Bound,8,28,0.0,1.5800000429153442,52.280001282691956
325,Upper Confidence Bound,8,29,0.0,1.5800000429153442,53.8600013256073
