,Acquisition Function,Trial,Datapoints Acquired,Best Solubility
491,Human,0,491,1.0824249982833862
492,Human,0,492,1.0824249982833862
493,Human,0,493,1.0824249982833862
494,Human,0,494,1.0824249982833862
495,Human,0,495,1.0824249982833862
496,Human,0,496,1.0824249982833862
497,Human,0,497,1.0824249982833862
498,Human,0,498,1.0824249982833862
499,Human,0,499,1.0824249982833862
500,Human,0,500,1.0824249982833862
501,Human,0,501,1.0824249982833862
502,Human,0,502,1.0824249982833862
503,Human,0,503,1.0824249982833862
504,Human,0,504,1.0824249982833862
505,Human,0,505,1.0824249982833862
506,Human,0,506,1.0824249982833862
507,Human,0,507,1.0824249982833862
508,Human,0,508,1.0824249982833862
509,Human,0,509,1.0824249982833862
510,Human,0,510,1.0824249982833862
511,Human,0,511,1.0824249982833862
512,Human,0,512,1.0824249982833862
513,Human,0,513,1.0824249982833862
514,Human,0,514,1.0824249982833862
515,Human,0,515,1.0824249982833862
516,Human,0,516,1.0824249982833862
517,Human,0,517,1.0824249982833862
518,Human,0,518,1.0824249982833862
519,Human,0,519,1.0824249982833862
520,Human,0,520,1.0824249982833862
521,Human,0,521,1.0824249982833862
522,Human,0,522,1.0824249982833862
523,Human,0,523,1.0824249982833862
524,Human,0,524,1.0824249982833862
525,Human,0,525,1.0824249982833862
526,Human,0,526,1.0824249982833862
527,Human,0,527,1.0824249982833862
528,Human,0,528,1.0824249982833862
529,Human,0,529,1.0824249982833862
530,Human,0,530,1.0824249982833862
531,Human,0,531,1.0824249982833862
532,Human,0,532,1.0824249982833862
533,Human,0,533,1.0824249982833862
534,Human,0,534,1.0824249982833862
535,Human,0,535,1.0824249982833862
536,Human,0,536,1.0824249982833862
537,Human,0,537,1.0824249982833862
538,Human,0,538,1.0824249982833862
539,Human,0,539,1.0824249982833862
540,Human,0,540,1.0824249982833862
541,Human,0,541,1.0824249982833862
542,Human,0,542,1.0824249982833862
543,Human,0,543,1.0824249982833862
544,Human,0,544,1.0824249982833862
545,Human,0,545,1.0824249982833862
546,Human,0,546,1.0824249982833862
547,Human,0,547,1.0824249982833862
548,Human,0,548,1.0824249982833862
549,Human,0,549,1.0824249982833862
550,Human,0,550,1.0824249982833862
551,Human,0,551,1.0824249982833862
552,Human,0,552,1.0824249982833862
553,Human,0,553,1.0824249982833862
554,Human,0,554,1.0824249982833862
555,Human,0,555,1.0824249982833862
556,Human,0,556,1.0824249982833862
557,Human,0,557,1.0824249982833862
558,Human,0,558,1.0824249982833862
559,Human,0,559,1.0824249982833862
560,Human,0,560,1.0824249982833862
561,Human,0,561,1.0824249982833862
562,Human,0,562,1.0824249982833862
563,Human,0,563,1.0824249982833862
564,Human,0,564,1.0824249982833862
565,Human,0,565,1.0824249982833862
566,Human,0,566,1.0824249982833862
567,Human,0,567,1.0824249982833862
568,Human,0,568,1.0824249982833862
569,Human,0,569,1.0824249982833862
570,Human,0,570,1.0824249982833862
571,Human,0,571,1.0824249982833862
572,Human,0,572,1.0824249982833862
573,Human,0,573,1.0824249982833862
574,Human,0,574,1.0824249982833862
575,Human,0,575,1.0824249982833862
576,Human,0,576,1.0824249982833862
